"TimeOfEntry","departureAirport_city","departureAirport_iata","arrivalAirport_city","arrivalAirport_iata","departureTimeZulu","departureTimeLocal","departureTimeDayOfWeek","flightNumber"
"2024-09-06T04:07:03.949Z","Amsterdam","AMS","Geneva","GVA","2024-09-06T12:25:00.000Z","06/09/2024, 14:25:00",5,"U27867"
"2024-09-06T04:07:03.950Z","Amsterdam","AMS","Stockholm","ARN","2024-09-06T12:40:00.000Z","06/09/2024, 14:40:00",5,"KL1223"
"2024-09-06T04:07:03.950Z","Amsterdam","AMS","Birmingham","BHX","2024-09-06T12:55:00.000Z","06/09/2024, 14:55:00",5,"U27843"
"2024-09-06T04:07:03.949Z","Amsterdam","AMS","Larnaca","LCA","2024-09-06T12:45:00.000Z","06/09/2024, 14:45:00",5,"HV5313"
"2024-09-06T04:07:03.951Z","Amsterdam","AMS","Copenhagen","CPH","2024-09-06T12:50:00.000Z","06/09/2024, 14:50:00",5,"SK548"
"2024-09-06T04:07:03.952Z","Amsterdam","AMS","Istanbul","IST","2024-09-06T12:40:00.000Z","06/09/2024, 14:40:00",5,"TK1958"
"2024-09-06T04:07:03.953Z","Amsterdam","AMS","Frankfurt am Main","FRA","2024-09-06T12:40:00.000Z","06/09/2024, 14:40:00",5,"LH993"
"2024-09-06T04:07:03.952Z","Amsterdam","AMS","Boston","BOS","2024-09-06T12:30:00.000Z","06/09/2024, 14:30:00",5,"DL257"
"2024-09-06T04:07:03.951Z","Amsterdam","AMS","Bordeaux/Merignac","BOD","2024-09-06T12:40:00.000Z","06/09/2024, 14:40:00",5,"KL1445"
"2024-09-06T04:07:03.955Z","Amsterdam","AMS","Willemstad","CUR","2024-09-06T12:55:00.000Z","06/09/2024, 14:55:00",5,"KL735"
"2024-09-06T04:07:03.954Z","Amsterdam","AMS","London","LHR","2024-09-06T12:55:00.000Z","06/09/2024, 14:55:00",5,"BA435"
"2024-09-06T04:07:03.955Z","Amsterdam","AMS","Newcastle upon Tyne","NCL","2024-09-06T12:55:00.000Z","06/09/2024, 14:55:00",5,"KL955"
"2024-09-06T04:07:03.965Z","Amsterdam","AMS","Gran Canaria","LPA","2024-09-06T12:40:00.000Z","06/09/2024, 14:40:00",5,"HV5661"
"2024-09-06T04:07:19.952Z","Amsterdam","AMS","Shanghai","PVG","2024-09-06T13:10:00.000Z","06/09/2024, 15:10:00",5,"CK206"
"2024-09-06T04:07:19.952Z","Amsterdam","AMS","Willemstad","CUR","2024-09-06T12:55:00.000Z","06/09/2024, 14:55:00",5,"CD599"
"2024-09-06T04:07:19.950Z","Amsterdam","AMS","Detroit","DTW","2024-09-06T11:35:00.000Z","06/09/2024, 13:35:00",5,"DL137"
"2024-09-06T04:07:19.953Z","Amsterdam","AMS","Balice","KRK","2024-09-06T13:15:00.000Z","06/09/2024, 15:15:00",5,"KL1325"
"2024-09-06T04:07:19.954Z","Amsterdam","AMS","Shanghai","PVG","2024-09-06T13:15:00.000Z","06/09/2024, 15:15:00",5,"KL895"
"2024-09-06T04:07:19.955Z","Amsterdam","AMS","Nantes","NTE","2024-09-06T13:05:00.000Z","06/09/2024, 15:05:00",5,"KL1423"
"2024-09-06T04:07:19.954Z","Amsterdam","AMS","Zurich","ZRH","2024-09-06T13:15:00.000Z","06/09/2024, 15:15:00",5,"KL1923"
"2024-09-06T04:07:19.959Z","Amsterdam","AMS","Geneva","GVA","2024-09-06T13:00:00.000Z","06/09/2024, 15:00:00",5,"KL1935"
"2024-09-06T04:07:19.960Z","Amsterdam","AMS","Zurich","ZRH","2024-09-06T13:00:00.000Z","06/09/2024, 15:00:00",5,"LX729"
"2024-09-06T04:07:19.958Z","Amsterdam","AMS","Berlin","BER","2024-09-06T12:50:00.000Z","06/09/2024, 14:50:00",5,"U25286"
"2024-09-06T04:07:19.956Z","Amsterdam","AMS","San Francisco","SFO","2024-09-06T12:50:00.000Z","06/09/2024, 14:50:00",5,"UA969"
"2024-09-06T04:07:19.957Z","Amsterdam","AMS","Glasgow","GLA","2024-09-06T12:55:00.000Z","06/09/2024, 14:55:00",5,"U27835"
"2024-09-06T04:07:19.958Z","Amsterdam","AMS","Malaga","AGP","2024-09-06T13:15:00.000Z","06/09/2024, 15:15:00",5,"U27893"
"2024-09-06T04:07:36.016Z","Amsterdam","AMS","Seattle","SEA","2024-09-06T13:15:00.000Z","06/09/2024, 15:15:00",5,"DL145"
"2024-09-06T04:07:36.019Z","Amsterdam","AMS","Minneapolis","MSP","2024-09-06T13:20:00.000Z","06/09/2024, 15:20:00",5,"DL165"
"2024-09-06T04:07:36.020Z","Amsterdam","AMS","Seoul (Incheon)","ICN","2024-09-06T13:35:00.000Z","06/09/2024, 15:35:00",5,"5Y8209"
"2024-09-06T04:07:36.021Z","Amsterdam","AMS","Glasgow","GLA","2024-09-06T13:35:00.000Z","06/09/2024, 15:35:00",5,"KL941"
"2024-09-06T04:07:36.021Z","Amsterdam","AMS","Tenerife","TFS","2024-09-06T13:30:00.000Z","06/09/2024, 15:30:00",5,"OR1663"
"2024-09-06T04:07:36.018Z","Amsterdam","AMS","Chania","CHQ","2024-09-06T13:30:00.000Z","06/09/2024, 15:30:00",5,"HV5887"
"2024-09-06T04:07:36.021Z","Amsterdam","AMS","Munich","MUC","2024-09-06T13:35:00.000Z","06/09/2024, 15:35:00",5,"KL1855"
"2024-09-06T04:07:36.020Z","Amsterdam","AMS","Antalya","AYT","2024-09-06T13:40:00.000Z","06/09/2024, 15:40:00",5,"WG3027"
"2024-09-06T04:07:36.024Z","Amsterdam","AMS","Dubai","DXB","2024-09-06T13:20:00.000Z","06/09/2024, 15:20:00",5,"EK148"
"2024-09-06T04:07:36.024Z","Amsterdam","AMS","Vancouver","YVR","2024-09-06T13:20:00.000Z","06/09/2024, 15:20:00",5,"KL681"
"2024-09-06T04:07:36.025Z","Amsterdam","AMS","Munich","MUC","2024-09-06T13:40:00.000Z","06/09/2024, 15:40:00",5,"CL2305"
"2024-09-06T04:07:36.023Z","Amsterdam","AMS","Berlin","BER","2024-09-06T13:20:00.000Z","06/09/2024, 15:20:00",5,"KL1779"
"2024-09-06T04:07:36.023Z","Amsterdam","AMS","Accra","ACC","2024-09-06T13:20:00.000Z","06/09/2024, 15:20:00",5,"KL589"
"2024-09-06T04:07:36.036Z","Amsterdam","AMS","Cairo","CAI","2024-09-06T13:40:00.000Z","06/09/2024, 15:40:00",5,"MS758"
"2024-09-06T04:07:52.082Z","Amsterdam","AMS","Gdansk","GDN","2024-09-06T14:00:00.000Z","06/09/2024, 16:00:00",5,"KL1307"
"2024-09-06T04:07:52.084Z","Amsterdam","AMS","Aberdeen","ABZ","2024-09-06T14:05:00.000Z","06/09/2024, 16:05:00",5,"KL917"
"2024-09-06T04:07:52.084Z","Amsterdam","AMS","Dublin","DUB","2024-09-06T14:00:00.000Z","06/09/2024, 16:00:00",5,"KL1141"
"2024-09-06T04:07:52.083Z","Amsterdam","AMS","Manchester","MAN","2024-09-06T13:55:00.000Z","06/09/2024, 15:55:00",5,"U22180"
"2024-09-06T04:07:52.086Z","Amsterdam","AMS","London","LHR","2024-09-06T13:55:00.000Z","06/09/2024, 15:55:00",5,"KL1011"
"2024-09-06T04:07:52.087Z","Amsterdam","AMS","Cork","ORK","2024-09-06T13:50:00.000Z","06/09/2024, 15:50:00",5,"KL1129"
"2024-09-06T04:07:52.090Z","Amsterdam","AMS","London","LTN","2024-09-06T13:25:00.000Z","06/09/2024, 15:25:00",5,"U22518"
"2024-09-06T04:07:52.087Z","Amsterdam","AMS","London","LHR","2024-09-06T13:55:00.000Z","06/09/2024, 15:55:00",5,"BA439"
"2024-09-06T04:07:52.086Z","Amsterdam","AMS","Jeddah","JED","2024-09-06T14:05:00.000Z","06/09/2024, 16:05:00",5,"SV934"
"2024-09-06T04:07:52.090Z","Amsterdam","AMS","Paris","CDG","2024-09-06T13:45:00.000Z","06/09/2024, 15:45:00",5,"AF1437"
"2024-09-06T04:07:52.089Z","Amsterdam","AMS","Zakynthos (Zakinthos)","ZTH","2024-09-06T14:00:00.000Z","06/09/2024, 16:00:00",5,"HV5093"
"2024-09-06T04:07:52.091Z","Amsterdam","AMS","Riyadh","RUH","2024-09-06T13:45:00.000Z","06/09/2024, 15:45:00",5,"KL423"
"2024-09-06T04:07:52.088Z","Amsterdam","AMS","Beijing","PEK","2024-09-06T14:00:00.000Z","06/09/2024, 16:00:00",5,"KL897"
"2024-09-06T04:07:52.089Z","Amsterdam","AMS","Amman","AMM","2024-09-06T13:55:00.000Z","06/09/2024, 15:55:00",5,"RJ152"
"2024-09-06T04:07:52.098Z","Amsterdam","AMS","Marrakech","RAK","2024-09-06T13:45:00.000Z","06/09/2024, 15:45:00",5,"HV5757"
"2024-09-06T04:08:08.132Z","Amsterdam","AMS","Stavanger","SVG","2024-09-06T14:20:00.000Z","06/09/2024, 16:20:00",5,"KL1179"
"2024-09-06T04:08:08.134Z","Amsterdam","AMS","London","LCY","2024-09-06T14:20:00.000Z","06/09/2024, 16:20:00",5,"CJ8454"
"2024-09-06T04:08:08.134Z","Amsterdam","AMS","Madrid","MAD","2024-09-06T14:25:00.000Z","06/09/2024, 16:25:00",5,"I23721"
"2024-09-06T04:08:08.135Z","Amsterdam","AMS","Preveza","PVK","2024-09-06T14:25:00.000Z","06/09/2024, 16:25:00",5,"HV5793"
"2024-09-06T04:08:08.136Z","Amsterdam","AMS","Heraklion (Iraklion)","HER","2024-09-06T14:25:00.000Z","06/09/2024, 16:25:00",5,"HV6873"
"2024-09-06T04:08:08.136Z","Amsterdam","AMS","Kristiansand","KRS","2024-09-06T14:25:00.000Z","06/09/2024, 16:25:00",5,"ZQ1187"
"2024-09-06T04:08:08.139Z","Amsterdam","AMS","Prague","PRG","2024-09-06T14:20:00.000Z","06/09/2024, 16:20:00",5,"KL1357"
"2024-09-06T04:08:08.139Z","Amsterdam","AMS","Belfast","BHD","2024-09-06T14:15:00.000Z","06/09/2024, 16:15:00",5,"KL949"
"2024-09-06T04:08:08.140Z","Amsterdam","AMS","Landvetter","GOT","2024-09-06T14:20:00.000Z","06/09/2024, 16:20:00",5,"KL1235"
"2024-09-06T04:08:08.140Z","Amsterdam","AMS","Newcastle upon Tyne","NCL","2024-09-06T14:25:00.000Z","06/09/2024, 16:25:00",5,"KL959"
"2024-09-06T04:08:08.143Z","Amsterdam","AMS","Ibiza Island / Eivisa","IBZ","2024-09-06T14:10:00.000Z","06/09/2024, 16:10:00",5,"WG1531"
"2024-09-06T04:08:08.141Z","Amsterdam","AMS","Edinburgh","EDI","2024-09-06T14:15:00.000Z","06/09/2024, 16:15:00",5,"KL931"
"2024-09-06T04:08:08.138Z","Amsterdam","AMS","Barcelona","BCN","2024-09-06T14:20:00.000Z","06/09/2024, 16:20:00",5,"VY8310"
"2024-09-06T04:08:08.142Z","Amsterdam","AMS","Doha","DOH","2024-09-06T14:15:00.000Z","06/09/2024, 16:15:00",5,"QR274"
"2024-09-06T04:08:08.149Z","Amsterdam","AMS","Frankfurt am Main","FRA","2024-09-06T14:10:00.000Z","06/09/2024, 16:10:00",5,"ZQ1821"
"2024-09-06T04:08:24.156Z","Amsterdam","AMS","Montreal","YUL","2024-09-06T13:25:00.000Z","06/09/2024, 15:25:00",5,"KL671"
"2024-09-06T04:08:24.159Z","Amsterdam","AMS","Istanbul","SAW","2024-09-06T14:35:00.000Z","06/09/2024, 16:35:00",5,"PC1254"
"2024-09-06T04:08:24.158Z","Amsterdam","AMS","Athens","ATH","2024-09-06T14:40:00.000Z","06/09/2024, 16:40:00",5,"A3627"
"2024-09-06T04:08:24.162Z","Amsterdam","AMS","Birmingham","BHX","2024-09-06T14:40:00.000Z","06/09/2024, 16:40:00",5,"P61047"
"2024-09-06T04:08:24.159Z","Amsterdam","AMS","Mytilene (Mitilini)","MJT","2024-09-06T14:30:00.000Z","06/09/2024, 16:30:00",5,"CD529"
"2024-09-06T04:08:24.160Z","Amsterdam","AMS","Lisbon","LIS","2024-09-06T14:40:00.000Z","06/09/2024, 16:40:00",5,"KL1585"
"2024-09-06T04:08:24.162Z","Amsterdam","AMS","Saint Exupery","LYS","2024-09-06T14:35:00.000Z","06/09/2024, 16:35:00",5,"A51797"
"2024-09-06T04:08:24.164Z","Amsterdam","AMS","London","LCY","2024-09-06T14:35:00.000Z","06/09/2024, 16:35:00",5,"KL989"
"2024-09-06T04:08:24.161Z","Amsterdam","AMS","Manchester","MAN","2024-09-06T14:30:00.000Z","06/09/2024, 16:30:00",5,"KL1035"
"2024-09-06T04:08:24.164Z","Amsterdam","AMS","Frankfurt am Main","FRA","2024-09-06T14:30:00.000Z","06/09/2024, 16:30:00",5,"UC1505"
"2024-09-06T04:08:24.166Z","Amsterdam","AMS","West Yorkshire","LBA","2024-09-06T14:40:00.000Z","06/09/2024, 16:40:00",5,"KL1023"
"2024-09-06T04:08:24.165Z","Amsterdam","AMS","Nuremberg","NUE","2024-09-06T14:30:00.000Z","06/09/2024, 16:30:00",5,"KL1845"
"2024-09-06T04:08:24.165Z","Amsterdam","AMS","Malaga","AGP","2024-09-06T14:35:00.000Z","06/09/2024, 16:35:00",5,"HV6119"
"2024-09-06T04:08:40.299Z","Amsterdam","AMS","Berlin","BER","2024-09-06T14:45:00.000Z","06/09/2024, 16:45:00",5,"KL1781"
"2024-09-06T04:08:40.299Z","Amsterdam","AMS","Barcelona","BCN","2024-09-06T14:45:00.000Z","06/09/2024, 16:45:00",5,"KL1519"
"2024-09-06T04:08:40.297Z","Amsterdam","AMS","Kingston upon Hull","HUY","2024-09-06T14:45:00.000Z","06/09/2024, 16:45:00",5,"KL973"
"2024-09-06T04:08:40.298Z","Amsterdam","AMS","Dusseldorf","DUS","2024-09-06T14:50:00.000Z","06/09/2024, 16:50:00",5,"KL1803"
"2024-09-06T04:08:40.298Z","Amsterdam","AMS","Nice","NCE","2024-09-06T14:45:00.000Z","06/09/2024, 16:45:00",5,"KL1479"
"2024-09-06T04:08:40.300Z","Amsterdam","AMS","Frankfurt am Main","FRA","2024-09-06T14:45:00.000Z","06/09/2024, 16:45:00",5,"EK9993"
"2024-09-06T04:08:40.302Z","Amsterdam","AMS","EuroAirport (Basel)","BSL","2024-09-06T14:40:00.000Z","06/09/2024, 16:40:00",5,"KL1947"
"2024-09-06T04:08:40.304Z","Amsterdam","AMS","Bristol","BRS","2024-09-06T14:40:00.000Z","06/09/2024, 16:40:00",5,"ZQ1081"
"2024-09-06T04:08:40.305Z","Amsterdam","AMS","Rome","FCO","2024-09-06T14:40:00.000Z","06/09/2024, 16:40:00",5,"KL1607"
"2024-09-06T04:08:40.304Z","Amsterdam","AMS","Oslo","OSL","2024-09-06T14:50:00.000Z","06/09/2024, 16:50:00",5,"KL1205"
"2024-09-06T04:08:40.301Z","Amsterdam","AMS","Bremen","BRE","2024-09-06T14:45:00.000Z","06/09/2024, 16:45:00",5,"KL1765"
"2024-09-06T04:08:40.301Z","Amsterdam","AMS","Hanover","HAJ","2024-09-06T14:50:00.000Z","06/09/2024, 16:50:00",5,"ZQ1791"
"2024-09-06T04:08:40.313Z","Amsterdam","AMS","Paris","CDG","2024-09-06T14:50:00.000Z","06/09/2024, 16:50:00",5,"AF1841"
"2024-09-06T04:08:40.303Z","Amsterdam","AMS","Southampton","SOU","2024-09-06T14:40:00.000Z","06/09/2024, 16:40:00",5,"KL1071"
"2024-09-06T04:08:56.344Z","Amsterdam","AMS","Budapest","BUD","2024-09-06T15:00:00.000Z","06/09/2024, 17:00:00",5,"KL1369"
"2024-09-06T04:08:56.353Z","Amsterdam","AMS","Kingston upon Hull","HUY","2024-09-06T14:55:00.000Z","06/09/2024, 16:55:00",5,"T3973"
"2024-09-06T04:08:56.350Z","Amsterdam","AMS","Milan","MXP","2024-09-06T15:00:00.000Z","06/09/2024, 17:00:00",5,"KL1623"
"2024-09-06T04:08:56.346Z","Amsterdam","AMS","Salt Lake City","SLC","2024-09-06T15:00:00.000Z","06/09/2024, 17:00:00",5,"KL609"
"2024-09-06T04:08:56.346Z","Amsterdam","AMS","Milan","LIN","2024-09-06T15:00:00.000Z","06/09/2024, 17:00:00",5,"U27805"
"2024-09-06T04:08:56.349Z","Amsterdam","AMS","Luxembourg","LUX","2024-09-06T15:00:00.000Z","06/09/2024, 17:00:00",5,"ZQ1713"
"2024-09-06T04:08:56.352Z","Amsterdam","AMS","Heraklion (Iraklion)","HER","2024-09-06T14:55:00.000Z","06/09/2024, 16:55:00",5,"HV6877"
"2024-09-06T04:08:56.349Z","Amsterdam","AMS","Dublin","DUB","2024-09-06T15:00:00.000Z","06/09/2024, 17:00:00",5,"EI609"
"2024-09-06T04:08:56.348Z","Amsterdam","AMS","Madrid","MAD","2024-09-06T15:00:00.000Z","06/09/2024, 17:00:00",5,"KL1507"
"2024-09-06T04:08:56.349Z","Amsterdam","AMS","Copenhagen","CPH","2024-09-06T15:00:00.000Z","06/09/2024, 17:00:00",5,"KL1275"
"2024-09-06T04:08:56.347Z","Amsterdam","AMS","Boston","BOS","2024-09-06T15:00:00.000Z","06/09/2024, 17:00:00",5,"KL617"
"2024-09-06T04:08:56.347Z","Amsterdam","AMS","Warsaw","WAW","2024-09-06T15:00:00.000Z","06/09/2024, 17:00:00",5,"KL1317"
"2024-09-06T04:08:56.351Z","Amsterdam","AMS","Keflavik","KEF","2024-09-06T14:50:00.000Z","06/09/2024, 16:50:00",5,"FI507"
"2024-09-06T04:08:56.363Z","Amsterdam","AMS","Tees Valley","MME","2024-09-06T14:50:00.000Z","06/09/2024, 16:50:00",5,"T3965"
"2024-09-06T04:09:12.534Z","Amsterdam","AMS","EuroAirport (Basel)","BSL","2024-09-06T15:15:00.000Z","06/09/2024, 17:15:00",5,"U21224"
"2024-09-06T04:09:12.535Z","Amsterdam","AMS","Catania","CTA","2024-09-06T15:15:00.000Z","06/09/2024, 17:15:00",5,"HV5217"
"2024-09-06T04:09:12.537Z","Amsterdam","AMS","London","LCY","2024-09-06T15:15:00.000Z","06/09/2024, 17:15:00",5,"KL991"
"2024-09-06T04:09:12.536Z","Amsterdam","AMS","Vienna","VIE","2024-09-06T15:15:00.000Z","06/09/2024, 17:15:00",5,"KL1905"
"2024-09-06T04:09:12.540Z","Amsterdam","AMS","Munich","MUC","2024-09-06T15:15:00.000Z","06/09/2024, 17:15:00",5,"LH2307"
"2024-09-06T04:09:12.538Z","Amsterdam","AMS","London","LHR","2024-09-06T15:15:00.000Z","06/09/2024, 17:15:00",5,"KL1013"
"2024-09-06T04:09:12.539Z","Amsterdam","AMS","Zurich","ZRH","2024-09-06T15:20:00.000Z","06/09/2024, 17:20:00",5,"KL1925"
"2024-09-06T04:09:12.541Z","Amsterdam","AMS","Lisbon","LIS","2024-09-06T15:20:00.000Z","06/09/2024, 17:20:00",5,"TP671"
"2024-09-06T04:09:12.539Z","Amsterdam","AMS","Geneva","GVA","2024-09-06T15:10:00.000Z","06/09/2024, 17:10:00",5,"KL1937"
"2024-09-06T04:09:12.542Z","Amsterdam","AMS","Frankfurt am Main","FRA","2024-09-06T15:30:00.000Z","06/09/2024, 17:30:00",5,"KL1823"
"2024-09-06T04:09:12.541Z","Amsterdam","AMS","Bangkok","BKK","2024-09-06T15:05:00.000Z","06/09/2024, 17:05:00",5,"KL875"
"2024-09-06T04:09:12.542Z","Amsterdam","AMS","Atlanta","ATL","2024-09-06T15:05:00.000Z","06/09/2024, 17:05:00",5,"KL621"
"2024-09-06T04:09:12.543Z","Amsterdam","AMS","Prague","PRG","2024-09-06T15:20:00.000Z","06/09/2024, 17:20:00",5,"KL1359"
"2024-09-06T04:09:12.551Z","Amsterdam","AMS","New York","JFK","2024-09-06T15:05:00.000Z","06/09/2024, 17:05:00",5,"KL643"
"2024-09-06T04:09:28.483Z","Amsterdam","AMS","London","LHR","2024-09-06T15:55:00.000Z","06/09/2024, 17:55:00",5,"BA433"
"2024-09-06T04:09:28.481Z","Amsterdam","AMS","Paris","CDG","2024-09-06T15:55:00.000Z","06/09/2024, 17:55:00",5,"KL1411"
"2024-09-06T04:09:28.483Z","Amsterdam","AMS","Manchester","MAN","2024-09-06T15:50:00.000Z","06/09/2024, 17:50:00",5,"U22166"
"2024-09-06T04:09:28.485Z","Amsterdam","AMS","Copenhagen","CPH","2024-09-06T15:40:00.000Z","06/09/2024, 17:40:00",5,"SK1550"
"2024-09-06T04:09:28.485Z","Amsterdam","AMS","Toronto","YYZ","2024-09-06T15:50:00.000Z","06/09/2024, 17:50:00",5,"KL695"
"2024-09-06T04:09:28.484Z","Amsterdam","AMS","Rome","FCO","2024-09-06T15:55:00.000Z","06/09/2024, 17:55:00",5,"AZ109"
"2024-09-06T04:09:28.487Z","Amsterdam","AMS","Florence (Firenze)","FLR","2024-09-06T15:50:00.000Z","06/09/2024, 17:50:00",5,"KL1657"
"2024-09-06T04:09:28.488Z","Amsterdam","AMS","Lisbon","LIS","2024-09-06T15:50:00.000Z","06/09/2024, 17:50:00",5,"HV5951"
"2024-09-06T04:09:28.490Z","Amsterdam","AMS","Istanbul","SAW","2024-09-06T15:40:00.000Z","06/09/2024, 17:40:00",5,"TK4"
"2024-09-06T04:09:28.490Z","Amsterdam","AMS","Stockholm","ARN","2024-09-06T15:30:00.000Z","06/09/2024, 17:30:00",5,"KL1225"
"2024-09-06T04:09:28.487Z","Amsterdam","AMS","Vienna","VIE","2024-09-06T15:40:00.000Z","06/09/2024, 17:40:00",5,"OS374"
"2024-09-06T04:09:28.490Z","Amsterdam","AMS","Istanbul","IST","2024-09-06T15:30:00.000Z","06/09/2024, 17:30:00",5,"TK1960"
"2024-09-06T04:09:28.489Z","Amsterdam","AMS","Casablanca","CMN","2024-09-06T16:00:00.000Z","06/09/2024, 18:00:00",5,"AT851"
"2024-09-06T04:09:28.489Z","Amsterdam","AMS","Milan","MXP","2024-09-06T15:30:00.000Z","06/09/2024, 17:30:00",5,"U23862"
"2024-09-06T04:09:28.500Z","Amsterdam","AMS","Sevilla","SVQ","2024-09-06T15:30:00.000Z","06/09/2024, 17:30:00",5,"HV6733"
"2024-09-06T04:09:44.476Z","Amsterdam","AMS","Copenhagen","CPH","2024-09-06T16:35:00.000Z","06/09/2024, 18:35:00",5,"DY3541"
"2024-09-06T04:09:44.478Z","Amsterdam","AMS","Dublin","DUB","2024-09-06T16:30:00.000Z","06/09/2024, 18:30:00",5,"FR3101"
"2024-09-06T04:09:44.479Z","Amsterdam","AMS","London","LCY","2024-09-06T16:25:00.000Z","06/09/2024, 18:25:00",5,"KL993"
"2024-09-06T04:09:44.477Z","Amsterdam","AMS","Barcelona","BCN","2024-09-06T16:25:00.000Z","06/09/2024, 18:25:00",5,"VY8307"
"2024-09-06T04:09:44.479Z","Amsterdam","AMS","Berlin","BER","2024-09-06T16:35:00.000Z","06/09/2024, 18:35:00",5,"KL1783"
"2024-09-06T04:09:44.483Z","Amsterdam","AMS","London","LCY","2024-09-06T16:15:00.000Z","06/09/2024, 18:15:00",5,"CJ8456"
"2024-09-06T04:09:44.480Z","Amsterdam","AMS","Istanbul","IST","2024-09-06T16:20:00.000Z","06/09/2024, 18:20:00",5,"TK1954"
"2024-09-06T04:09:44.481Z","Amsterdam","AMS","Frankfurt am Main","FRA","2024-09-06T17:30:00.000Z","06/09/2024, 19:30:00",5,"LH999"
"2024-09-06T04:09:44.484Z","Amsterdam","AMS","London","LHR","2024-09-06T16:10:00.000Z","06/09/2024, 18:10:00",5,"BA441"
"2024-09-06T04:09:44.483Z","Amsterdam","AMS","Heraklion (Iraklion)","HER","2024-09-06T16:05:00.000Z","06/09/2024, 18:05:00",5,"OR1071"
"2024-09-06T04:09:44.481Z","Amsterdam","AMS","London","LTN","2024-09-06T16:20:00.000Z","06/09/2024, 18:20:00",5,"U22520"
"2024-09-06T04:09:44.485Z","Amsterdam","AMS","Ankara","ESB","2024-09-06T16:05:00.000Z","06/09/2024, 18:05:00",5,"TK502"
"2024-09-06T04:09:44.482Z","Amsterdam","AMS","London","LGW","2024-09-06T16:15:00.000Z","06/09/2024, 18:15:00",5,"U28677"
"2024-09-06T04:09:44.482Z","Amsterdam","AMS","Frankfurt am Main","FRA","2024-09-06T16:20:00.000Z","06/09/2024, 18:20:00",5,"CL997"
"2024-09-06T04:09:44.493Z","Amsterdam","AMS","Palma de Mallorca","PMI","2024-09-06T16:05:00.000Z","06/09/2024, 18:05:00",5,"6Y1505"
"2024-09-06T04:10:00.484Z","Amsterdam","AMS","Milan","MXP","2024-09-06T16:45:00.000Z","06/09/2024, 18:45:00",5,"U23856"
"2024-09-06T04:10:00.489Z","Amsterdam","AMS","Southampton","SOU","2024-09-06T17:00:00.000Z","06/09/2024, 19:00:00",5,"KL1065"
"2024-09-06T04:10:00.485Z","Amsterdam","AMS","Bristol","BRS","2024-09-06T17:00:00.000Z","06/09/2024, 19:00:00",5,"U22924"
"2024-09-06T04:10:00.490Z","Amsterdam","AMS","Vantaa","HEL","2024-09-06T16:45:00.000Z","06/09/2024, 18:45:00",5,"AY1306"
"2024-09-06T04:10:00.486Z","Amsterdam","AMS","Stockholm","ARN","2024-09-06T16:55:00.000Z","06/09/2024, 18:55:00",5,"SK1556"
"2024-09-06T04:10:00.496Z","Amsterdam","AMS","Manchester","MAN","2024-09-06T16:40:00.000Z","06/09/2024, 18:40:00",5,"KL1037"
"2024-09-06T04:10:00.492Z","Amsterdam","AMS","Paris","CDG","2024-09-06T16:40:00.000Z","06/09/2024, 18:40:00",5,"AF1141"
"2024-09-06T04:10:00.494Z","Amsterdam","AMS","Palma de Mallorca","PMI","2024-09-06T16:40:00.000Z","06/09/2024, 18:40:00",5,"VY2902"
"2024-09-06T04:10:00.493Z","Amsterdam","AMS","Copenhagen","CPH","2024-09-06T16:55:00.000Z","06/09/2024, 18:55:00",5,"KL1277"
"2024-09-06T04:10:00.492Z","Amsterdam","AMS","Edinburgh","EDI","2024-09-06T16:45:00.000Z","06/09/2024, 18:45:00",5,"U27837"
"2024-09-06T04:10:00.493Z","Amsterdam","AMS","EuroAirport (Basel)","BSL","2024-09-06T17:00:00.000Z","06/09/2024, 19:00:00",5,"U27861"
"2024-09-06T04:10:00.490Z","Amsterdam","AMS","Madrid","MAD","2024-09-06T17:00:00.000Z","06/09/2024, 19:00:00",5,"UX1094"
"2024-09-06T04:10:00.489Z","Amsterdam","AMS","Barcelona","BCN","2024-09-06T16:50:00.000Z","06/09/2024, 18:50:00",5,"HV5133"
"2024-09-06T04:10:00.487Z","Amsterdam","AMS","Copenhagen","CPH","2024-09-06T16:45:00.000Z","06/09/2024, 18:45:00",5,"U27939"
"2024-09-06T04:10:16.501Z","Amsterdam","AMS","Lisbon","LIS","2024-09-06T17:30:00.000Z","06/09/2024, 19:30:00",5,"TP673"
"2024-09-06T04:10:16.500Z","Amsterdam","AMS","Ibiza Island / Eivisa","IBZ","2024-09-06T17:10:00.000Z","06/09/2024, 19:10:00",5,"HV5673"
"2024-09-06T04:10:16.503Z","Amsterdam","AMS","Manchester","MAN","2024-09-06T17:25:00.000Z","06/09/2024, 19:25:00",5,"U22168"
"2024-09-06T04:10:16.504Z","Amsterdam","AMS","London","LTN","2024-09-06T16:55:00.000Z","06/09/2024, 18:55:00",5,"U27831"
"2024-09-06T04:10:16.505Z","Amsterdam","AMS","London","STN","2024-09-06T17:00:00.000Z","06/09/2024, 19:00:00",5,"U27845"
"2024-09-06T04:10:16.508Z","Amsterdam","AMS","Madrid","MAD","2024-09-06T17:10:00.000Z","06/09/2024, 19:10:00",5,"I23725"
"2024-09-06T04:10:16.506Z","Amsterdam","AMS","Oslo","OSL","2024-09-06T17:05:00.000Z","06/09/2024, 19:05:00",5,"SK828"
"2024-09-06T04:10:16.505Z","Amsterdam","AMS","London","LCY","2024-09-06T17:30:00.000Z","06/09/2024, 19:30:00",5,"KL995"
