"TimeOfEntry","departureAirport_city","departureAirport_iata","arrivalAirport_city","arrivalAirport_iata","arrivalTimeZulu","arrivalTimeLocal","arrivalTimeDayOfWeek","flightNumber"
"2024-09-15T04:23:19.756Z","Budapest","BUD","Amsterdam","AMS","2024-09-15T19:50:00.000Z","15/09/2024, 21:50:00",0,"KL1370"
"2024-09-15T04:23:19.758Z","Istanbul","IST","Amsterdam","AMS","2024-09-15T19:45:00.000Z","15/09/2024, 21:45:00",0,"TK1955"
"2024-09-15T04:23:19.756Z","Vienna","VIE","Amsterdam","AMS","2024-09-15T19:45:00.000Z","15/09/2024, 21:45:00",0,"KL1906"
"2024-09-15T04:23:19.757Z","Milan","LIN","Amsterdam","AMS","2024-09-15T19:40:00.000Z","15/09/2024, 21:40:00",0,"KL1618"
"2024-09-15T04:23:19.757Z","Berlin","BER","Amsterdam","AMS","2024-09-15T19:35:00.000Z","15/09/2024, 21:35:00",0,"KL1784"
"2024-09-15T04:23:19.756Z","Barcelona","BCN","Amsterdam","AMS","2024-09-15T19:55:00.000Z","15/09/2024, 21:55:00",0,"VY8311"
"2024-09-15T04:23:19.760Z","London","LHR","Amsterdam","AMS","2024-09-15T19:30:00.000Z","15/09/2024, 21:30:00",0,"BA432"
"2024-09-15T04:23:19.760Z","Munich","MUC","Amsterdam","AMS","2024-09-15T19:40:00.000Z","15/09/2024, 21:40:00",0,"LH2310"
"2024-09-15T04:23:19.760Z","Nice","NCE","Amsterdam","AMS","2024-09-15T19:35:00.000Z","15/09/2024, 21:35:00",0,"U27954"
"2024-09-15T04:23:19.761Z","London","LTN","Amsterdam","AMS","2024-09-15T19:05:00.000Z","15/09/2024, 21:05:00",0,"U22521"
"2024-09-15T04:23:19.761Z","Manchester","MAN","Amsterdam","AMS","2024-09-15T19:30:00.000Z","15/09/2024, 21:30:00",0,"U22167"
"2024-09-15T04:23:19.758Z","Nice","NCE","Amsterdam","AMS","2024-09-15T19:25:00.000Z","15/09/2024, 21:25:00",0,"KL1480"
"2024-09-15T04:23:36.259Z","Manchester","MAN","Amsterdam","AMS","2024-09-15T19:50:00.000Z","15/09/2024, 21:50:00",0,"KL1038"
"2024-09-15T04:23:36.260Z","Warsaw","WAW","Amsterdam","AMS","2024-09-15T20:25:00.000Z","15/09/2024, 22:25:00",0,"LO269"
"2024-09-15T04:23:36.262Z","Frankfurt am Main","FRA","Amsterdam","AMS","2024-09-15T20:15:00.000Z","15/09/2024, 22:15:00",0,"LH1002"
"2024-09-15T04:23:36.263Z","Vienna","VIE","Amsterdam","AMS","2024-09-15T20:15:00.000Z","15/09/2024, 22:15:00",0,"OS377"
"2024-09-15T04:23:36.264Z","Barcelona","BCN","Amsterdam","AMS","2024-09-15T19:55:00.000Z","15/09/2024, 21:55:00",0,"KL1520"
"2024-09-15T04:23:36.263Z","Fuerteventura","FUE","Amsterdam","AMS","2024-09-15T20:25:00.000Z","15/09/2024, 22:25:00",0,"OR1585"
"2024-09-15T04:23:36.265Z","Istanbul","SAW","Amsterdam","AMS","2024-09-15T20:15:00.000Z","15/09/2024, 22:15:00",0,"PC1255"
"2024-09-15T04:23:36.265Z","Prague","PRG","Amsterdam","AMS","2024-09-15T20:00:00.000Z","15/09/2024, 22:00:00",0,"U27930"
"2024-09-15T04:23:36.264Z","Southampton","SOU","Amsterdam","AMS","2024-09-15T19:50:00.000Z","15/09/2024, 21:50:00",0,"KL1066"
"2024-09-15T04:23:36.266Z","London","LHR","Amsterdam","AMS","2024-09-15T20:05:00.000Z","15/09/2024, 22:05:00",0,"BA444"
"2024-09-15T04:23:36.271Z","Milan","MXP","Amsterdam","AMS","2024-09-15T20:15:00.000Z","15/09/2024, 22:15:00",0,"U27690"
"2024-09-15T04:23:36.273Z","London","STN","Amsterdam","AMS","2024-09-15T20:00:00.000Z","15/09/2024, 22:00:00",0,"U27846"
"2024-09-15T04:23:36.269Z","Zurich","ZRH","Amsterdam","AMS","2024-09-15T20:15:00.000Z","15/09/2024, 22:15:00",0,"LX736"
"2024-09-15T04:23:36.270Z","Lisbon","LIS","Amsterdam","AMS","2024-09-15T20:20:00.000Z","15/09/2024, 22:20:00",0,"TP674"
"2024-09-15T04:23:36.270Z","London","LCY","Amsterdam","AMS","2024-09-15T20:15:00.000Z","15/09/2024, 22:15:00",0,"KL996"
"2024-09-15T04:23:52.225Z","Munich","MUC","Amsterdam","AMS","2024-09-15T20:25:00.000Z","15/09/2024, 22:25:00",0,"KL1858"
"2024-09-15T04:23:52.227Z","London","LHR","Amsterdam","AMS","2024-09-15T21:10:00.000Z","15/09/2024, 23:10:00",0,"KL1016"
"2024-09-15T04:23:52.229Z","Stockholm","ARN","Amsterdam","AMS","2024-09-15T21:00:00.000Z","15/09/2024, 23:00:00",0,"KL1226"
"2024-09-15T04:23:52.228Z","Geneva","GVA","Amsterdam","AMS","2024-09-15T20:30:00.000Z","15/09/2024, 22:30:00",0,"U27868"
"2024-09-15T04:23:52.228Z","Madrid","MAD","Amsterdam","AMS","2024-09-15T21:00:00.000Z","15/09/2024, 23:00:00",0,"KL1508"
"2024-09-15T04:23:52.227Z","EuroAirport (Basel)","BSL","Amsterdam","AMS","2024-09-15T20:25:00.000Z","15/09/2024, 22:25:00",0,"U27864"
"2024-09-15T04:23:52.230Z","Sevilla","SVQ","Amsterdam","AMS","2024-09-15T21:00:00.000Z","15/09/2024, 23:00:00",0,"HV6734"
"2024-09-15T04:23:52.233Z","London","LTN","Amsterdam","AMS","2024-09-15T20:20:00.000Z","15/09/2024, 22:20:00",0,"U27832"
"2024-09-15T04:23:52.230Z","Milan","LIN","Amsterdam","AMS","2024-09-15T20:40:00.000Z","15/09/2024, 22:40:00",0,"AZ118"
"2024-09-15T04:23:52.229Z","Copenhagen","CPH","Amsterdam","AMS","2024-09-15T20:20:00.000Z","15/09/2024, 22:20:00",0,"U27940"
"2024-09-15T04:23:52.229Z","London","LCY","Amsterdam","AMS","2024-09-15T21:00:00.000Z","15/09/2024, 23:00:00",0,"KL998"
"2024-09-15T04:23:52.232Z","Ponta Delgada","PDL","Amsterdam","AMS","2024-09-15T21:00:00.000Z","15/09/2024, 23:00:00",0,"HV6424"
"2024-09-15T04:23:52.231Z","Burgas","BOJ","Amsterdam","AMS","2024-09-15T20:35:00.000Z","15/09/2024, 22:35:00",0,"CD796"
"2024-09-15T04:23:52.231Z","Copenhagen","CPH","Amsterdam","AMS","2024-09-15T20:55:00.000Z","15/09/2024, 22:55:00",0,"SK549"
"2024-09-15T04:23:52.233Z","London","LGW","Amsterdam","AMS","2024-09-15T20:20:00.000Z","15/09/2024, 22:20:00",0,"U28686"
"2024-09-15T04:24:08.991Z","Malaga","AGP","Amsterdam","AMS","2024-09-15T22:10:00.000Z","16/09/2024, 00:10:00",0,"HV6118"
"2024-09-15T04:24:08.994Z","Francisco Sa Carneiro Int.","OPO","Amsterdam","AMS","2024-09-15T22:05:00.000Z","16/09/2024, 00:05:00",0,"HV6004"
"2024-09-15T04:24:08.997Z","Dublin","DUB","Amsterdam","AMS","2024-09-15T21:25:00.000Z","15/09/2024, 23:25:00",0,"KL1144"
"2024-09-15T04:24:08.997Z","Pisa","PSA","Amsterdam","AMS","2024-09-15T21:55:00.000Z","15/09/2024, 23:55:00",0,"HV5428"
"2024-09-15T04:24:08.996Z","Nice","NCE","Amsterdam","AMS","2024-09-15T21:55:00.000Z","15/09/2024, 23:55:00",0,"HV5586"
"2024-09-15T04:24:08.993Z","Lisbon","LIS","Amsterdam","AMS","2024-09-15T21:55:00.000Z","15/09/2024, 23:55:00",0,"HV5952"
"2024-09-15T04:24:08.997Z","Glasgow","GLA","Amsterdam","AMS","2024-09-15T21:20:00.000Z","15/09/2024, 23:20:00",0,"KL944"
"2024-09-15T04:24:08.998Z","Verona","VRN","Amsterdam","AMS","2024-09-15T21:25:00.000Z","15/09/2024, 23:25:00",0,"HV5466"
"2024-09-15T04:24:08.996Z","Larnaca","LCA","Amsterdam","AMS","2024-09-15T22:05:00.000Z","16/09/2024, 00:05:00",0,"HV5314"
"2024-09-15T04:24:08.996Z","Alicante / Benidorm / Costa Blanca","ALC","Amsterdam","AMS","2024-09-15T21:40:00.000Z","15/09/2024, 23:40:00",0,"HV6152"
"2024-09-15T04:24:08.994Z","Athens","ATH","Amsterdam","AMS","2024-09-15T21:55:00.000Z","15/09/2024, 23:55:00",0,"HV6868"
"2024-09-15T04:24:08.992Z","Lisbon","LIS","Amsterdam","AMS","2024-09-15T21:35:00.000Z","15/09/2024, 23:35:00",0,"KL1586"
"2024-09-15T04:24:08.992Z","Naples","NAP","Amsterdam","AMS","2024-09-15T21:50:00.000Z","15/09/2024, 23:50:00",0,"HV6412"
"2024-09-15T04:24:08.998Z","Copenhagen","CPH","Amsterdam","AMS","2024-09-15T21:15:00.000Z","15/09/2024, 23:15:00",0,"KL1278"
"2024-09-15T04:24:08.999Z","Malaga","AGP","Amsterdam","AMS","2024-09-15T21:35:00.000Z","15/09/2024, 23:35:00",0,"HV6120"
"2024-09-15T04:24:25.479Z","Heraklion (Iraklion)","HER","Amsterdam","AMS","2024-09-16T00:35:00.000Z","16/09/2024, 02:35:00",1,"OR1072"
"2024-09-15T04:24:25.480Z","Antalya","AYT","Amsterdam","AMS","2024-09-15T22:50:00.000Z","16/09/2024, 00:50:00",0,"6Y3008"
"2024-09-15T04:24:25.477Z","Palma de Mallorca","PMI","Amsterdam","AMS","2024-09-15T23:30:00.000Z","16/09/2024, 01:30:00",0,"WG1508"
"2024-09-15T04:24:25.477Z","Antalya","AYT","Amsterdam","AMS","2024-09-16T01:05:00.000Z","16/09/2024, 03:05:00",1,"CD724"
"2024-09-15T04:24:25.477Z",,"RHO","Amsterdam","AMS","2024-09-16T00:25:00.000Z","16/09/2024, 02:25:00",1,"OR1206"
"2024-09-15T04:24:25.476Z","Marrakech","RAK","Amsterdam","AMS","2024-09-15T22:40:00.000Z","16/09/2024, 00:40:00",0,"HV5754"
"2024-09-15T04:24:25.480Z","Sal","SID","Amsterdam","AMS","2024-09-15T22:10:00.000Z","16/09/2024, 00:10:00",0,"OR3805"
"2024-09-15T04:24:25.480Z","Split","SPU","Amsterdam","AMS","2024-09-15T22:35:00.000Z","16/09/2024, 00:35:00",0,"HV5874"
"2024-09-15T04:24:25.479Z","Faro / Algarve Int. Faro","FAO","Amsterdam","AMS","2024-09-15T22:15:00.000Z","16/09/2024, 00:15:00",0,"HV5352"
"2024-09-15T04:24:25.481Z","Manises","VLC","Amsterdam","AMS","2024-09-15T22:40:00.000Z","16/09/2024, 00:40:00",0,"HV6338"
"2024-09-15T04:24:25.482Z",,"RHO","Amsterdam","AMS","2024-09-15T22:20:00.000Z","16/09/2024, 00:20:00",0,"HV5078"
"2024-09-15T04:24:25.482Z","Keflavik","KEF","Amsterdam","AMS","2024-09-15T23:15:00.000Z","16/09/2024, 01:15:00",0,"HV6886"
"2024-09-15T04:24:25.478Z","Girona","GRO","Amsterdam","AMS","2024-09-15T22:35:00.000Z","16/09/2024, 00:35:00",0,"HV5766"
"2024-09-15T04:24:25.481Z","Muğla","DLM","Amsterdam","AMS","2024-09-15T23:45:00.000Z","16/09/2024, 01:45:00",0,"G63052"
"2024-09-15T04:24:25.482Z","Barcelona","BCN","Amsterdam","AMS","2024-09-15T22:10:00.000Z","16/09/2024, 00:10:00",0,"HV5134"
"2024-09-15T04:24:42.004Z","Detroit","DTW","Amsterdam","AMS","2024-09-16T04:15:00.000Z","16/09/2024, 06:15:00",1,"DL132"
"2024-09-15T04:24:42.004Z","Shanghai","PVG","Amsterdam","AMS","2024-09-16T04:20:00.000Z","16/09/2024, 06:20:00",1,"CZ495"
"2024-09-15T04:24:42.005Z","Accra","ACC","Amsterdam","AMS","2024-09-16T04:40:00.000Z","16/09/2024, 06:40:00",1,"KL590"
"2024-09-15T04:24:42.006Z","Minneapolis","MSP","Amsterdam","AMS","2024-09-16T04:00:00.000Z","16/09/2024, 06:00:00",1,"KL656"
"2024-09-15T04:24:42.006Z","Zanderij","PBM","Amsterdam","AMS","2024-09-16T04:20:00.000Z","16/09/2024, 06:20:00",1,"KL714"
"2024-09-15T04:24:42.011Z","Seoul (Incheon)","ICN","Amsterdam","AMS","2024-09-16T04:00:00.000Z","16/09/2024, 06:00:00",1,"KL856"
"2024-09-15T04:24:42.011Z","Toronto","YYZ","Amsterdam","AMS","2024-09-16T04:00:00.000Z","16/09/2024, 06:00:00",1,"KL692"
"2024-09-15T04:24:42.011Z","Boston","BOS","Amsterdam","AMS","2024-09-16T03:45:00.000Z","16/09/2024, 05:45:00",1,"DL256"
"2024-09-15T04:24:42.010Z","New York","JFK","Amsterdam","AMS","2024-09-16T04:00:00.000Z","16/09/2024, 06:00:00",1,"DL46"
"2024-09-15T04:24:42.009Z","New York","JFK","Amsterdam","AMS","2024-09-16T04:50:00.000Z","16/09/2024, 06:50:00",1,"KL642"
"2024-09-15T04:24:42.007Z","Guangzhou","CAN","Amsterdam","AMS","2024-09-16T04:35:00.000Z","16/09/2024, 06:35:00",1,"CZ307"
"2024-09-15T04:24:42.009Z","Ikeja","LOS","Amsterdam","AMS","2024-09-16T04:00:00.000Z","16/09/2024, 06:00:00",1,"KL588"
"2024-09-15T04:24:42.010Z","Atlanta","ATL","Amsterdam","AMS","2024-09-16T04:00:00.000Z","16/09/2024, 06:00:00",1,"DL70"
"2024-09-15T04:24:42.008Z","Hong Kong","HKG","Amsterdam","AMS","2024-09-16T04:25:00.000Z","16/09/2024, 06:25:00",1,"KL888"
"2024-09-15T04:24:42.008Z","Sepang","KUL","Amsterdam","AMS","2024-09-16T04:25:00.000Z","16/09/2024, 06:25:00",1,"KL810"
"2024-09-15T04:24:58.628Z","Nuremberg","NUE","Amsterdam","AMS","2024-09-16T05:15:00.000Z","16/09/2024, 07:15:00",1,"ZQ1838"
"2024-09-15T04:24:58.629Z","Aalborg","AAL","Amsterdam","AMS","2024-09-16T05:15:00.000Z","16/09/2024, 07:15:00",1,"ZQ1282"
"2024-09-15T04:24:58.631Z","Chicago","ORD","Amsterdam","AMS","2024-09-16T05:10:00.000Z","16/09/2024, 07:10:00",1,"KL612"
"2024-09-15T04:24:58.630Z","Newark","EWR","Amsterdam","AMS","2024-09-16T05:15:00.000Z","16/09/2024, 07:15:00",1,"UA70"
"2024-09-15T04:24:58.630Z","Copenhagen","CPH","Amsterdam","AMS","2024-09-16T05:25:00.000Z","16/09/2024, 07:25:00",1,"KL1266"
"2024-09-15T04:24:58.632Z","Luxembourg","LUX","Amsterdam","AMS","2024-09-16T05:15:00.000Z","16/09/2024, 07:15:00",1,"KL1708"
"2024-09-15T04:24:58.631Z","Hamburg","HAM","Amsterdam","AMS","2024-09-16T05:15:00.000Z","16/09/2024, 07:15:00",1,"KL1750"
"2024-09-15T04:24:58.632Z","Brussels","BRU","Amsterdam","AMS","2024-09-16T05:05:00.000Z","16/09/2024, 07:05:00",1,"KL1700"
"2024-09-15T04:24:58.632Z","Singapore","SIN","Amsterdam","AMS","2024-09-16T05:15:00.000Z","16/09/2024, 07:15:00",1,"SQ324"
"2024-09-15T04:24:58.634Z","Hanover","HAJ","Amsterdam","AMS","2024-09-16T04:55:00.000Z","16/09/2024, 06:55:00",1,"KL1786"
"2024-09-15T04:24:58.635Z","Billund","BLL","Amsterdam","AMS","2024-09-16T05:10:00.000Z","16/09/2024, 07:10:00",1,"KL1290"
"2024-09-15T04:24:58.634Z","Hong Kong","HKG","Amsterdam","AMS","2024-09-16T04:55:00.000Z","16/09/2024, 06:55:00",1,"CX271"
"2024-09-15T04:24:58.634Z","Washington","IAD","Amsterdam","AMS","2024-09-16T05:10:00.000Z","16/09/2024, 07:10:00",1,"KL652"
"2024-09-15T04:24:58.631Z","Berlin","BER","Amsterdam","AMS","2024-09-16T05:20:00.000Z","16/09/2024, 07:20:00",1,"KL1770"
"2024-09-15T04:24:58.633Z","Nairobi","NBO","Amsterdam","AMS","2024-09-16T05:00:00.000Z","16/09/2024, 07:00:00",1,"MP8562"
"2024-09-15T04:25:15.399Z","Landvetter","GOT","Amsterdam","AMS","2024-09-16T05:40:00.000Z","16/09/2024, 07:40:00",1,"KL1228"
"2024-09-15T04:25:15.400Z","Berlin","BER","Amsterdam","AMS","2024-09-16T05:40:00.000Z","16/09/2024, 07:40:00",1,"U25281"
"2024-09-15T04:25:15.403Z","Entebbe (near Kampala)","EBB","Amsterdam","AMS","2024-09-16T05:40:00.000Z","16/09/2024, 07:40:00",1,"KL535"
"2024-09-15T04:25:15.403Z","Washington","IAD","Amsterdam","AMS","2024-09-16T05:35:00.000Z","16/09/2024, 07:35:00",1,"UA946"
"2024-09-15T04:25:15.402Z","Bergen","BGO","Amsterdam","AMS","2024-09-16T05:40:00.000Z","16/09/2024, 07:40:00",1,"KL1162"
"2024-09-15T04:25:15.402Z","Taipei","TPE","Amsterdam","AMS","2024-09-16T05:40:00.000Z","16/09/2024, 07:40:00",1,"CI73"
"2024-09-15T04:25:15.401Z","Saint Exupery","LYS","Amsterdam","AMS","2024-09-16T05:40:00.000Z","16/09/2024, 07:40:00",1,"A51794"
"2024-09-15T04:25:15.401Z","Tangerang","CGK","Amsterdam","AMS","2024-09-16T05:50:00.000Z","16/09/2024, 07:50:00",1,"GA88"
"2024-09-15T04:25:15.404Z","Prague","PRG","Amsterdam","AMS","2024-09-16T05:35:00.000Z","16/09/2024, 07:35:00",1,"KL1350"
"2024-09-15T04:25:15.400Z","Wrocław","WRO","Amsterdam","AMS","2024-09-16T05:40:00.000Z","16/09/2024, 07:40:00",1,"KL1336"
"2024-09-15T04:25:15.404Z","EuroAirport (Basel)","BSL","Amsterdam","AMS","2024-09-16T05:40:00.000Z","16/09/2024, 07:40:00",1,"U21221"
"2024-09-15T04:25:15.402Z","Montreal","YUL","Amsterdam","AMS","2024-09-16T05:45:00.000Z","16/09/2024, 07:45:00",1,"KL672"
"2024-09-15T04:25:15.406Z","Stuttgart","STR","Amsterdam","AMS","2024-09-16T05:25:00.000Z","16/09/2024, 07:25:00",1,"ZQ1826"
"2024-09-15T04:25:15.406Z","Bangalore","BLR","Amsterdam","AMS","2024-09-16T05:40:00.000Z","16/09/2024, 07:40:00",1,"KL880"
"2024-09-15T04:25:15.405Z","Dar es Salaam","DAR","Amsterdam","AMS","2024-09-16T05:45:00.000Z","16/09/2024, 07:45:00",1,"KL515"
"2024-09-15T04:25:32.105Z","Genoa (Genova)","GOA","Amsterdam","AMS","2024-09-16T06:10:00.000Z","16/09/2024, 08:10:00",1,"KL1642"
"2024-09-15T04:25:32.108Z","Dammam","DMM","Amsterdam","AMS","2024-09-16T06:05:00.000Z","16/09/2024, 08:05:00",1,"KL423"
"2024-09-15T04:25:32.107Z","Warsaw","WAW","Amsterdam","AMS","2024-09-16T06:00:00.000Z","16/09/2024, 08:00:00",1,"KL1310"
"2024-09-15T04:25:32.109Z","Taipei","TPE","Amsterdam","AMS","2024-09-16T06:10:00.000Z","16/09/2024, 08:10:00",1,"KL808"
"2024-09-15T04:25:32.108Z","Mumbai","BOM","Amsterdam","AMS","2024-09-16T05:50:00.000Z","16/09/2024, 07:50:00",1,"KL878"
"2024-09-15T04:25:32.113Z","Venice (Venezia)","VCE","Amsterdam","AMS","2024-09-16T05:50:00.000Z","16/09/2024, 07:50:00",1,"KL1628"
"2024-09-15T04:25:32.110Z","Bucharest","OTP","Amsterdam","AMS","2024-09-16T06:05:00.000Z","16/09/2024, 08:05:00",1,"KL1372"
"2024-09-15T04:25:32.112Z","Nairobi","NBO","Amsterdam","AMS","2024-09-16T06:00:00.000Z","16/09/2024, 08:00:00",1,"KL566"
"2024-09-15T04:25:32.110Z","Bordeaux/Merignac","BOD","Amsterdam","AMS","2024-09-16T06:00:00.000Z","16/09/2024, 08:00:00",1,"KL1440"
"2024-09-15T04:25:32.111Z","Singapore","SIN","Amsterdam","AMS","2024-09-16T05:55:00.000Z","16/09/2024, 07:55:00",1,"KL836"
"2024-09-15T04:25:32.112Z","Linköping","LPI","Amsterdam","AMS","2024-09-16T05:50:00.000Z","16/09/2024, 07:50:00",1,"KL1242"
"2024-09-15T04:25:32.114Z","Houston","IAH","Amsterdam","AMS","2024-09-16T05:55:00.000Z","16/09/2024, 07:55:00",1,"KL662"
"2024-09-15T04:25:32.111Z","Dallas-Fort Worth","DFW","Amsterdam","AMS","2024-09-16T06:00:00.000Z","16/09/2024, 08:00:00",1,"AA220"
"2024-09-15T04:25:32.114Z","Calgary","YYC","Amsterdam","AMS","2024-09-16T05:55:00.000Z","16/09/2024, 07:55:00",1,"KL678"
"2024-09-15T04:25:32.113Z","Bologna","BLQ","Amsterdam","AMS","2024-09-16T05:55:00.000Z","16/09/2024, 07:55:00",1,"KL1660"
"2024-09-15T04:25:48.970Z","Houston","IAH","Amsterdam","AMS","2024-09-16T07:20:00.000Z","16/09/2024, 09:20:00",1,"UA20"
"2024-09-15T04:25:48.970Z","Philadelphia","PHL","Amsterdam","AMS","2024-09-16T06:40:00.000Z","16/09/2024, 08:40:00",1,"AA204"
"2024-09-15T04:25:48.971Z","Seattle","SEA","Amsterdam","AMS","2024-09-16T06:15:00.000Z","16/09/2024, 08:15:00",1,"DL142"
"2024-09-15T04:25:48.972Z","Lisbon","LIS","Amsterdam","AMS","2024-09-16T06:50:00.000Z","16/09/2024, 08:50:00",1,"KL1578"
"2024-09-15T04:25:48.971Z","Port of Spain","POS","Amsterdam","AMS","2024-09-16T06:25:00.000Z","16/09/2024, 08:25:00",1,"KL787"
"2024-09-15T04:25:48.973Z","Detroit","DTW","Amsterdam","AMS","2024-09-16T06:15:00.000Z","16/09/2024, 08:15:00",1,"DL134"
"2024-09-15T04:25:48.975Z","Atlanta","ATL","Amsterdam","AMS","2024-09-16T06:05:00.000Z","16/09/2024, 08:05:00",1,"DL72"
"2024-09-15T04:25:48.976Z","Boston","BOS","Amsterdam","AMS","2024-09-16T06:00:00.000Z","16/09/2024, 08:00:00",1,"DL242"
"2024-09-15T04:25:48.974Z","Stjordal","TRD","Amsterdam","AMS","2024-09-16T06:15:00.000Z","16/09/2024, 08:15:00",1,"KL1150"
"2024-09-15T04:25:48.975Z","Belgrade","BEG","Amsterdam","AMS","2024-09-16T06:30:00.000Z","16/09/2024, 08:30:00",1,"KL1982"
"2024-09-15T04:25:48.976Z","Milan","MXP","Amsterdam","AMS","2024-09-16T06:05:00.000Z","16/09/2024, 08:05:00",1,"U23851"
"2024-09-15T04:25:48.974Z","Athens","ATH","Amsterdam","AMS","2024-09-16T06:20:00.000Z","16/09/2024, 08:20:00",1,"KL1952"
"2024-09-15T04:25:48.975Z","Madrid","MAD","Amsterdam","AMS","2024-09-16T06:25:00.000Z","16/09/2024, 08:25:00",1,"P61500"
"2024-09-15T04:25:48.976Z","Vantaa","HEL","Amsterdam","AMS","2024-09-16T06:30:00.000Z","16/09/2024, 08:30:00",1,"KL1248"
"2024-09-15T04:25:48.973Z","Ezeiza","EZE","Amsterdam","AMS","2024-09-16T06:40:00.000Z","16/09/2024, 08:40:00",1,"KL702"
"2024-09-16T03:02:24.047Z","Bangkok","BKK","Phuket","HKT","2024-09-16T04:50:00.000Z","16/09/2024, 11:50:00",1,"VZ304"
"2024-09-16T03:02:24.050Z","Bangkok","DMK","Phuket","HKT","2024-09-16T04:35:00.000Z","16/09/2024, 11:35:00",1,"SL770"
"2024-09-16T03:02:24.051Z","Khabarovsk","KHV","Phuket","HKT","2024-09-16T03:55:00.000Z","16/09/2024, 10:55:00",1,"SU643"
"2024-09-16T03:02:39.425Z","Bangkok","BKK","Phuket","HKT","2024-09-16T05:20:00.000Z","16/09/2024, 12:20:00",1,"TG203"
"2024-09-16T03:02:39.428Z","Bangkok","BKK","Phuket","HKT","2024-09-16T05:05:00.000Z","16/09/2024, 12:05:00",1,"PG275"
"2024-09-16T03:02:39.429Z","Sepang","KUL","Phuket","HKT","2024-09-16T05:30:00.000Z","16/09/2024, 12:30:00",1,"OD540"
"2024-09-16T03:02:39.426Z","Ko Samui (Ko Samui)","USM","Phuket","HKT","2024-09-16T05:25:00.000Z","16/09/2024, 12:25:00",1,"PG253"
"2024-09-16T03:02:39.431Z","Chiang Mai","CNX","Phuket","HKT","2024-09-16T06:25:00.000Z","16/09/2024, 13:25:00",1,"FD3160"
"2024-09-16T03:02:39.432Z","Sepang","KUL","Phuket","HKT","2024-09-16T06:00:00.000Z","16/09/2024, 13:00:00",1,"AK824"
"2024-09-16T03:02:39.432Z","Bangkok","DMK","Phuket","HKT","2024-09-16T05:35:00.000Z","16/09/2024, 12:35:00",1,"FD3025"
"2024-09-16T03:02:39.429Z","Ko Samui (Ko Samui)","USM","Phuket","HKT","2024-09-16T06:10:00.000Z","16/09/2024, 13:10:00",1,"PG405"
"2024-09-16T03:02:39.431Z","Sepang","KUL","Phuket","HKT","2024-09-16T06:20:00.000Z","16/09/2024, 13:20:00",1,"MH794"
"2024-09-16T03:02:39.433Z","Chiang Mai","CNX","Phuket","HKT","2024-09-16T05:55:00.000Z","16/09/2024, 12:55:00",1,"VZ414"
"2024-09-16T03:02:39.434Z","Bangkok","DMK","Phuket","HKT","2024-09-16T06:05:00.000Z","16/09/2024, 13:05:00",1,"DD524"
"2024-09-16T03:02:54.862Z","Bangkok","DMK","Phuket","HKT","2024-09-16T08:05:00.000Z","16/09/2024, 15:05:00",1,"DD526"
"2024-09-16T03:02:54.864Z","Ko Samui (Ko Samui)","USM","Phuket","HKT","2024-09-16T08:30:00.000Z","16/09/2024, 15:30:00",1,"PG255"
"2024-09-16T03:02:54.866Z",,"UTP","Phuket","HKT","2024-09-16T07:40:00.000Z","16/09/2024, 14:40:00",1,"PG281"
"2024-09-16T03:02:54.866Z","Bangkok","DMK","Phuket","HKT","2024-09-16T07:15:00.000Z","16/09/2024, 14:15:00",1,"SL756"
"2024-09-16T03:02:54.869Z","New Delhi","DEL","Phuket","HKT","2024-09-16T08:40:00.000Z","16/09/2024, 15:40:00",1,"6E1075"
"2024-09-16T03:02:54.865Z","Singapore","SIN","Phuket","HKT","2024-09-16T07:10:00.000Z","16/09/2024, 14:10:00",1,"SQ732"
"2024-09-16T03:02:54.870Z","Bangkok","BKK","Phuket","HKT","2024-09-16T08:25:00.000Z","16/09/2024, 15:25:00",1,"TG215"
"2024-09-16T03:02:54.870Z","Bangkok","BKK","Phuket","HKT","2024-09-16T07:55:00.000Z","16/09/2024, 14:55:00",1,"VZ2300"
"2024-09-16T03:02:54.872Z","Bangkok","BKK","Phuket","HKT","2024-09-16T07:00:00.000Z","16/09/2024, 14:00:00",1,"PG273"
"2024-09-16T03:02:54.871Z","George Town","PEN","Phuket","HKT","2024-09-16T06:55:00.000Z","16/09/2024, 13:55:00",1,"FY3600"
"2024-09-16T03:02:54.874Z","Singapore","SIN","Phuket","HKT","2024-09-16T07:00:00.000Z","16/09/2024, 14:00:00",1,"FD377"
"2024-09-16T03:02:54.875Z","Guangzhou","CAN","Phuket","HKT","2024-09-16T08:40:00.000Z","16/09/2024, 15:40:00",1,"CZ6063"
"2024-09-16T03:02:54.873Z","Yekaterinburg","SVX","Phuket","HKT","2024-09-16T06:55:00.000Z","16/09/2024, 13:55:00",1,"WZ3045"
"2024-09-16T03:02:54.867Z","Bangkok","BKK","Phuket","HKT","2024-09-16T06:55:00.000Z","16/09/2024, 13:55:00",1,"FD4110"
"2024-09-16T03:02:54.874Z","Bangkok","DMK","Phuket","HKT","2024-09-16T07:05:00.000Z","16/09/2024, 14:05:00",1,"FD3005"
"2024-09-16T03:03:10.263Z","Chiang Mai","CNX","Phuket","HKT","2024-09-16T10:30:00.000Z","16/09/2024, 17:30:00",1,"FD3162"
